No,Year,Month,Day,Lat,Lon,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
26104,2012,10,5,25.15,121.8,,3.6,15,,4,,,,,,,,2,1,1
26106,2012,10,5,25.06,122.01,,9,,,24,,,,,,,,2,1,1
26107,2012,10,5,26.47,122.53,,42,,,40,,,,,,,3,3,2,2
26108,2012,10,5,26.42,123.17,26.7,60,,,,,,,,,,,4,3,4
26109,2012,10,6,25.8,120.7,23.8,180,,,60,,,,,,,,5,4,3
26110,2012,10,6,25.98,120.9,23.8,9,,,,,,,,,,,3,2,2
26111,2012,10,6,25.92,120.92,27.1,18,,,,,,,,,,,3,1,2
26112,2012,10,6,26.65,121.25,25,90,,,,,,,,,,,4,4,3
26113,2012,10,6,25.13,121.8,,4.8,,,7,,,,,,,,2,1,1
26114,2012,10,6,25.14,121.82,,,,,15,,,,18,,,,2,1,1
26115,2012,10,6,26.87,122.73,22,,,,,,,,,,,,4,3,3
26116,2012,10,6,26.42,123.5,,48,,,,,,,,,,3.6,3,2,2
26117,2012,10,6,26.57,124.07,25.9,120,,,,,,,,,,,4,3,4
26118,2012,10,7,26.09,120.81,24,120,,,80,,,,,,,,5,4,3
26119,2012,10,7,25.15,121.8,,2.4,12,,11,,,,,,,,2,1,1
26121,2012,10,7,26.5,123.67,,90,,,,,,,,,,9,3,2,2
26122,2012,10,7,26.97,123.83,22,60,,,,,,,,,,,4,3,3
26123,2012,10,7,26.82,123.97,26.2,120,,,,,,,,,,,4,3,4
26124,2012,10,8,26.02,120.71,23.5,90,,,40,,,,,,,,5,4,3
26125,2012,10,8,26.97,123,22,,,,,,,,,,,,4,3,3
26126,2012,10,8,26.67,123.68,,120,,,,,,,,,,6,3,2,2
26127,2012,10,8,26.73,123.97,25.6,60,,,150,,,,,,,,4,3,4
26128,2012,10,9,25.96,120.69,24,240,,,120,,,,,,,,5,4,3
26129,2012,10,9,25.13,121.82,,,,,,,,,150,,,,1,1,1
26130,2012,10,9,25.14,121.82,,,,,9,,,,27,,,,2,1,1
26131,2012,10,9,26.83,123.62,22,,,,,,,,,,,,4,3,3
26132,2012,10,9,26.95,123.75,25.7,300,,,,,,,,,,,4,3,4
26133,2012,10,10,25.53,121.36,24.8,60,,,180,,,,,,,,5,4,3
26134,2012,10,10,25.15,121.78,,6,,,9,,,,,,,,2,1,1
26135,2012,10,10,26.72,123.63,22,90,,,,,,,,,,,4,3,3
26136,2012,10,11,25.5,121.41,24.3,60,,,120,,,,,,,,5,4,3
26137,2012,10,13,26.02,120.93,22,120,,,,,,,,,,,4,3,3
26138,2012,10,13,25.86,121.29,24.9,180,,,200,,,,,,,,5,4,3
26139,2012,10,13,25.63,121.45,22.7,39,5,1,20,,1350,,,,,,3,2,2
26141,2012,10,13,25.13,121.82,,,,,,,,,,,,,2,1,1
26142,2012,10,13,25.14,121.82,,,,,15,,,,24,,,,2,1,1
26143,2012,10,14,26.53,121.35,22,60,,,,,,,,,,,4,3,3
26144,2012,10,14,25.48,121.35,22.9,510,,,10,,5,,,,,,3,2,2
26146,2012,10,14,25.15,121.82,,,,,,,,,60,,,,1,1,1
26147,2012,10,14,25.14,121.82,,,,,9,,12,,,,,,2,1,1
26148,2012,10,14,25.14,121.82,,,,,9,,,,18,,,,2,1,1
26149,2012,10,14,25.13,121.83,,3.6,,,12,,,,,,,,2,1,1
26150,2012,10,14,27.87,121.87,23.7,120,,,100,,,,,,,,5,4,3
26152,2012,10,14,26.45,122.73,25.6,48,,,50,,,,,,,,4,3,4
26153,2012,10,15,25.87,121.18,24.8,960,,,,,,,,,,,4,3,4
26154,2012,10,15,25.42,121.47,22.7,210,,1,5,,,,,,,,3,2,2
26155,2012,10,15,25.15,121.82,,,,,,,,,30,,,,1,1,1
26158,2012,10,15,28.02,122.06,23.7,360,,,100,,,,,,,,5,4,3
26159,2012,10,16,25.47,121.42,22.4,312,,,15,,,,,,,,3,2,2
26160,2012,10,16,25.13,121.82,,,,,,,,,40,,,,1,1,1
26163,2012,10,16,27.76,121.97,23.7,180,,,120,,,,,,,,5,4,3
26164,2012,10,17,25.13,121.82,,,,,,,,,50,,,,1,1,1
26167,2012,10,18,27.62,121.97,23.8,180,,,60,,,,,,,,5,4,3
26168,2012,10,19,25.5,121.35,21.9,96,,,5,,,,,,,,3,2,2
26169,2012,10,19,27.19,121.55,23.3,360,,,20,,,,,,,,5,4,3
26171,2012,10,19,25.14,121.82,,,,,6,,,,21,,,,2,1,1
26172,2012,10,20,25.55,121.43,21.7,150,,,12,,,,,,,,3,2,2
26173,2012,10,20,25.84,121.45,23.8,240,,,10,,,,,,,,5,4,3
26175,2012,10,20,25.15,121.82,,,,,,,,,150,,,,1,1,1
26176,2012,10,20,25.13,121.82,,2.4,,,6,,,,,,,,2,1,1
26177,2012,10,20,25.14,121.82,,,,,12,,,,30,,,,2,1,1
26178,2012,10,21,25.58,121.33,21.5,336,,,21,,,,,,,,3,2,2
26179,2012,10,21,25.86,121.47,23.4,480,,,10,,,,,,,,5,4,3
26180,2012,10,21,25.13,121.8,,4.2,,,9,,,,,,,,2,1,1
26182,2012,10,21,25.13,121.82,,,,,,,,,130,,,,1,1,1
26183,2012,10,21,25.14,121.82,,9,,,9,,,,24,,,,2,1,1
26185,2012,10,22,25.58,121.25,23,192,,,,,,,,,,,3,2,2
26186,2012,10,22,25.89,121.48,23.7,600,,,10,,,,,,,,5,4,3
26188,2012,10,22,25.13,121.82,,,,,,,,,20,,,,1,1,1
26189,2012,10,22,25.14,121.82,,,,,5,,18,,,,,,2,1,1
26191,2012,10,23,25.13,121.82,,,,,,,,,90,,,,1,1,1
26192,2012,10,24,25.55,121.2,22.5,150,,,,,,,,,,,3,2,2
26194,2012,10,24,25.14,121.82,,,,,3,,27,,,,,,2,1,1
26196,2012,10,25,25.84,121.44,24.3,240,,,,,,,,,,,5,4,3
26197,2012,10,25,25.13,121.82,,,,,30,,,,30,,,,1,1,1
26198,2012,10,25,25.14,121.82,,,,,6,,12,,,,,,2,1,1
26200,2012,10,26,25.87,121.41,23.5,180,,,12,,,,,,,,5,4,3
26202,2012,10,26,25.13,121.82,,,,,,,,,120,,,,1,1,1
26203,2012,10,26,25.18,121.83,,1.8,,,7,,,,,,,,2,1,1
26206,2012,10,27,25.15,121.82,,3,,,11,,,,,,,,2,1,1
26207,2012,10,27,25.13,121.82,,,,,20,,,,15,,,,1,1,1
26208,2012,10,27,25.14,121.82,,,,,9,,,,21,,,,2,1,1
26210,2012,10,28,25.15,121.82,,3.6,9,,9,,,,,,,,2,1,1
26211,2012,10,28,25.13,121.82,,,,,,,,,30,,,,1,1,1
26215,2012,10,29,25.13,121.85,,2.4,12,,12,,,,,,,,2,1,1
26217,2012,10,30,25.13,121.82,,,,,,,,,50,,,,1,1,1
26220,2012,11,2,25.14,121.82,,1.8,,,6,,,,10.8,,,,2,1,1
26222,2012,11,2,25.15,121.83,,3,18,,,,,,,,,,2,1,1
26223,2012,11,3,25.2,121.72,,1.8,12,,9,,,,,,,,2,1,1
26224,2012,11,3,25.13,121.82,,,,,,,,,20,,,,1,1,1
26225,2012,11,3,25.14,121.82,,,,,3,,9,,,,,,2,1,1
26228,2012,11,4,25.17,121.78,,3.6,24,,6,,,,,,,,2,1,1
26229,2012,11,4,25.13,121.82,,,,,20,,,,20,,,,1,1,1
26236,2012,11,7,25.14,121.82,,,,,6,,9,,,,,,2,1,1
26241,2012,11,8,25.14,121.82,,,,,6,,5,,,,,,2,1,1
26245,2012,11,9,25.13,121.82,,0.6,15,,7,,,,,,,,2,1,1
26246,2012,11,9,25.14,121.82,,,,,5,,8,,,,,,2,1,1
26249,2012,11,10,25.13,121.8,,1.2,9,,5,,,,,,,,2,1,1
26250,2012,11,10,25.14,121.82,,,,,3,,9,,,,,,2,1,1
26252,2012,11,11,25.13,121.83,,1.8,6,,3,,,,,,,,2,1,1
26260,2012,11,15,25.15,121.77,,,80,,,,,,,,,,1,1,1
26264,2012,11,16,25.13,121.82,,1.2,12,,5,,,,,,,,2,1,1
26267,2012,11,18,25.15,121.78,,3,11,,9,,,,,,,,2,1,1
26275,2012,11,21,25.04,121.96,,1.8,,,6,,,,48,,,,2,1,1
26278,2012,11,22,25.15,121.8,,1.2,18,,5,,,,,,,,2,1,1
26283,2012,11,25,25.17,121.8,,2.4,15,,6,,,,,,,,2,1,1
26285,2012,11,27,25.25,121.65,,3.6,27,,11,,,,,,,,2,1,1
26287,2012,11,28,25.23,121.67,,1.2,12,,9,,,,,,,,2,1,1
26333,2013,1,7,25.13,121.83,,,30,,,,,,,,,,2,1,1
26336,2013,1,8,25.13,121.82,,,18,,,,,,,,,,2,1,1
26339,2013,1,11,25.15,121.78,,,9,,,,,,,,,,2,1,1
26343,2013,1,15,25.15,121.8,,,6,,,,,,,,,,2,1,1
26347,2013,1,16,25.17,121.82,,,18,,,,,,,,,,2,1,1
26352,2013,1,19,25.13,121.85,,,9,,,,,,,,,,2,1,1
26356,2013,1,20,25.13,121.87,,,5,,,,,,,,,,2,1,1
26360,2013,1,21,25.15,121.83,,1.8,,,,,,,,,,,2,1,1
26365,2013,1,22,25.15,121.85,,,15,,,,,,,,,,2,1,1
26377,2013,1,25,25.15,121.83,,,12,,,,,,,,,,2,1,1
26380,2013,1,26,25.13,121.85,,,9,,,,,,,,,,2,1,1
26383,2013,1,27,25.17,121.77,,,6,,,,,,,,,,2,1,1
26385,2013,1,28,25.15,121.77,,,9,,,,,,,,,,2,1,1
26419,2013,2,19,25.15,121.83,,60,,,,,,,,,,,1,1,1
26421,2013,2,22,25.15,121.82,,10,,,,,,,,,,,1,1,1
26424,2013,2,25,25.14,121.82,,3,,,,,,,,,,,2,1,1
26426,2013,2,26,25.15,121.82,,20,,,,,,,,,,,1,1,1
26430,2013,2,28,25.14,121.82,,5.4,,,,,,,,,,,2,1,1
26432,2013,3,1,25.13,121.8,,15,,,,,,,,,,,1,1,1
26436,2013,3,4,25.13,121.8,,10,,,,,,,,,,,1,1,1
26437,2013,3,4,25.14,121.82,,6.6,,,,,,,,,,,2,1,1
26439,2013,3,5,25.13,121.8,,8,,,,,,,,,,,1,1,1
26440,2013,3,5,25.14,121.82,,10.2,,,,,,,,,,,2,1,1
26442,2013,3,6,25.22,121.75,19.7,10,,,,,,,,,,,3,1,2
26445,2013,3,7,25.45,121.62,20,70,,,,,,,,,,,3,1,2
26446,2013,3,7,25.13,121.8,,15,,,,,,,,,,,1,1,1
26447,2013,3,7,25.14,121.86,,9,,,,,,,,,,,2,1,1
26449,2013,3,8,25.4,121.7,20.1,10,,,,,,,,,,,3,1,2
26450,2013,3,8,25.15,121.78,,12,,,,,,,,,,,1,1,1
26451,2013,3,8,25.14,121.84,,66,,,,,,,,,,,2,1,1
26455,2013,3,9,25.4,121.73,23,100,,,,,,,,,,,3,1,2
26456,2013,3,9,25.13,121.78,,15,,,,,,,,,,,1,1,1
26458,2013,3,9,25.14,121.86,,30,,,,,,,,,,,2,1,1
26463,2013,3,12,25.27,121.75,19.4,5,,,,,,,,,,,3,1,2
26465,2013,3,15,25.13,121.78,,10,,,,,,,,,,,1,1,1
26468,2013,3,16,25.28,121.75,20.9,10,,,,,,,,,,,3,1,2
26469,2013,3,16,25.14,121.86,,27,,,,,,,,,,,2,1,1
26474,2013,3,18,25.22,121.8,22.4,22,,,,,,,,,,,3,1,2
26475,2013,3,19,25.38,121.68,24.6,110,,,,,,,,,,,3,1,2
26476,2013,3,19,25.13,121.78,,28,,,,,,,,,,,1,1,1
26477,2013,3,19,25.14,121.89,,25.2,,,,,,,,,,,2,1,1
26480,2013,3,22,25.38,121.68,23.9,30,,,,,,,,,,,3,1,2
26488,2013,4,1,25.13,121.83,,12,18,,,,,,,,,,2,1,1
26490,2013,4,3,25.15,121.82,,24,6,,,,,,,,,,2,1,1
26491,2013,4,4,25.13,121.82,,,,,,,,,,,,,1,1,1
26492,2013,4,5,25.15,121.82,,36,9,,,,,,,,,,2,1,1
26493,2013,4,7,25.13,121.82,,18,12,,,,,,,,,,2,1,1
26495,2013,4,8,26.5,122.5,24,180,,,,,,,,,,,4,3,4
26496,2013,4,8,26.76,123.42,21.6,180,,,30,,,,,,,,5,4,3
26497,2013,4,8,26.58,123.62,,30,,,,,,,,,,,5,4,4
26498,2013,4,8,26.4,123.7,22,300,,,,,,,,,,,4,3,3
26499,2013,4,8,26.56,124.07,21.6,450,,,,,,,,,,,4,3,4
26501,2013,4,9,25.27,121.8,23.8,110,,,,,,,,,,,3,1,2
26502,2013,4,9,25.13,121.82,,120,,,,,,,,,,,1,1,1
26503,2013,4,9,25.15,121.87,,30,9,,,,,,,,,,2,1,1
26504,2013,4,9,26.5,122.6,24,600,,,,,,,,,,,4,3,4
26505,2013,4,9,26.55,123.35,24.5,90,,,,,,,,,,,4,3,3
26506,2013,4,9,26.5,123.48,24,180,,,,,,,,,,,3,3,4
26507,2013,4,9,26.85,123.51,20.2,240,,,,,100,,,,,,5,4,3
26508,2013,4,9,26.33,123.68,21,300,,,,,,,,,,,4,3,3
26509,2013,4,9,26.57,123.73,,690,,,,,,,,,,,5,4,4
26510,2013,4,9,26.52,123.78,21.5,780,48,,12,,2,,,,,,4,3,4
26511,2013,4,10,25.27,121.8,24,120,,,,,,,,,,,3,1,2
26512,2013,4,10,26.6,122.5,24,300,,,,,,,,,,,4,3,4
26513,2013,4,10,26.4,123.25,,840,,,,,,,,,,,4,3,3
26514,2013,4,10,26.85,123.5,20.9,360,,,10,,200,,,,,,5,4,3
26515,2013,4,10,26.58,123.65,23,120,,,,,,,,,,,3,3,4
26516,2013,4,10,26.47,123.7,24.4,120,,,,,,,,,,,4,3,3
26517,2013,4,10,26.38,123.78,22,300,,,,,,,,,,,4,3,3
26518,2013,4,10,26.47,123.82,,90,,,,,,,,,,,5,4,4
26519,2013,4,10,26.64,123.84,23,480,,,,,,,,,,,4,2,3
26520,2013,4,10,26.47,124.03,21.1,120,,,,,,,,,,,4,3,4
26521,2013,4,10,26.45,124.1,22.3,240,,,,,,,,,,,4,2,3
26522,2013,4,11,25.27,121.82,23.9,5,,,,,,,,,,,3,1,2
26523,2013,4,11,26.63,122.5,24,1200,,,,,,,,,,,4,3,4
26524,2013,4,11,26.4,123.25,,600,,,,,,,,,,,4,3,3
26525,2013,4,11,26.48,123.32,,120,,,,,,,,,,,5,4,4
26526,2013,4,11,26.48,123.33,25,120,,,,,,,,,,,4,4,3
26527,2013,4,11,26.4,123.37,21.7,36,,,,,,,,,,,3,2,2
26528,2013,4,11,26.85,123.51,21.7,480,100,,20,,,,,,,,5,4,3
26529,2013,4,11,26.89,123.66,21,72,,,,120,,,,,,,4,2,3
26530,2013,4,11,26.41,123.7,,1200,,,,,,,,,,,5,4,4
26531,2013,4,11,26.68,123.82,23.3,240,,,,,,,,,,,3,3,4
26532,2013,4,11,26.43,123.86,23,300,,,,,,,,,,,4,3,4
26533,2013,4,11,26.68,123.87,24.4,120,,,,,,,,,,,4,3,3
26534,2013,4,11,26.25,124,21,600,,,,,,,,,,,4,3,3
26535,2013,4,11,26.37,124.28,23.6,210,,,,,,,,,,,4,2,3
26536,2013,4,12,25.15,121.83,,9,15,,,,,,,,,,2,1,1
26537,2013,4,12,26.5,122.63,24,180,,,,,,,,,,,4,3,4
26538,2013,4,12,26.38,123.17,,900,,,,,,,,,,,4,3,3
26539,2013,4,12,26.5,123.52,,300,,,,,,,,,,,3,2,2
26540,2013,4,12,26.79,123.55,22.6,600,100,,10,,,,,,,,5,4,3
26541,2013,4,12,26.83,123.67,22.8,1800,,,,,,,,,,,4,4,4
26542,2013,4,12,26.67,123.67,24.4,600,,,,,,,,,,,4,3,3
26543,2013,4,12,26.4,123.72,,1500,,,,,,,,,,,5,4,4
26544,2013,4,12,26.8,123.73,22.5,360,,,,,,,,,,,3,3,4
26545,2013,4,12,26.46,123.89,23.7,840,,,,,,,,,,,4,2,3
26546,2013,4,12,26.52,123.93,25,300,,,,,,,,,,,4,4,3
26547,2013,4,12,26.4,123.98,23.6,480,,,,,,,,,,,4,3,4
26548,2013,4,12,26.4,123.98,21.7,960,,,,,,,,,,,3,2,2
26549,2013,4,12,26.37,124.03,,4080,,,,,,,,,,,5,4,4
26550,2013,4,12,26.32,124.03,21,420,,,,,,,,,,,4,3,3
26551,2013,4,12,26.47,124.43,23.8,90,,,,,,,,,,,4,2,3
26552,2013,4,13,25.55,121.78,23.5,30,,,,,,,,,,,3,1,2
26553,2013,4,13,25.13,121.82,,18,,,,,,,,,,,1,1,1
26554,2013,4,13,25.13,121.85,,15,18,,,,,,,,,,2,1,1
26556,2013,4,13,26.5,122.5,24,900,,,,,,,,,,,4,3,4
26557,2013,4,13,26.4,123.08,21.7,60,,,,,,,,,,,3,2,2
26558,2013,4,13,26.75,123.61,23.3,360,,,10,,,,,,,,5,4,3
26559,2013,4,13,26.87,123.61,23,180,,,,,,,,,,,3,3,4
26560,2013,4,13,26.68,123.65,25,600,,,,,,,,,,,4,3,3
26561,2013,4,13,26.83,123.67,23.7,420,,,,,,,,,,,4,4,4
26562,2013,4,13,26.4,123.7,,1200,,,,,,,,,,,5,4,4
26563,2013,4,13,26.87,123.75,,120,,,,,,,,,,,3,2,2
26564,2013,4,13,26.3,123.75,23.8,1260,,,,,,,,,,,5,4,4
26565,2013,4,13,26.33,123.83,25.7,336,,,,,,,,,,,4,2,3
26566,2013,4,13,26.41,124.1,24.2,1080,,,,,1200,,,,,,4,3,4
26567,2013,4,13,26.37,124.12,25,360,,,,,,,,,,,4,4,3
26568,2013,4,13,26.42,124.16,25.4,1500,,,,,,,,,,,4,2,3
26569,2013,4,13,26.38,124.18,,1860,,,,,,,,,,,5,4,4
26570,2013,4,13,26.4,124.28,22,480,,,,,,,,,,,4,3,3
26571,2013,4,14,25.59,121.72,,360,,,,,,,,,,,3,2,1
26572,2013,4,14,25.3,121.75,23.6,140,,,,,,,,,,,3,1,2
26573,2013,4,14,25.13,121.82,,,,,,,,,10,,,,1,1,1
26574,2013,4,14,25.17,121.85,,27,6,,,,,,,,,,2,1,1
26575,2013,4,14,26.5,122.5,24,300,,,,,,,,,,,4,3,4
26576,2013,4,14,26.45,123.22,23.5,420,,,,,,,,,,,5,4,3
26577,2013,4,14,26.73,123.6,24,300,,,,,,,,,,,3,3,4
26578,2013,4,14,26.67,123.68,24.7,900,,,,,,,,,,,4,3,3
26579,2013,4,14,26.38,123.75,,600,,,,,,,,,,,5,4,4
26580,2013,4,14,26.3,123.75,23.6,180,,,,,,,,,,,5,4,4
26581,2013,4,14,26.33,123.88,25.7,378,,,,,,,,,,,4,2,3
26582,2013,4,14,26.63,123.97,,600,,,,,,,,,,,3,2,2
26583,2013,4,14,26.45,124.23,25,480,,,,,,,,,,,4,4,3
26584,2013,4,14,26.44,124.24,24.5,1260,,,,,,,,,,,4,3,4
26585,2013,4,14,26.73,124.27,23.5,1800,,,,,,,,,,,4,4,4
26586,2013,4,14,26.45,124.3,,4800,,,,,,,,,,,5,4,4
26587,2013,4,14,26.51,124.35,24.9,1680,,,,,,,,,,,4,2,3
26588,2013,4,14,26.48,124.43,21,600,,,,,,,,,,,4,3,3
26589,2013,4,14,26.45,124.5,21.9,1320,,,,,,,,,,,3,2,2
26590,2013,4,15,25.45,121.68,,42,,,,,,,,,,,2,1,2
26591,2013,4,15,25.3,121.75,25.4,120,,,,,,,,,,,3,1,2
26592,2013,4,15,25.56,121.78,,180,,,,,,,,,,,3,2,1
26593,2013,4,15,26.5,122.5,24,1800,,,,,,,,,,,4,3,4
26594,2013,4,15,26.47,123.03,23,720,,,20,,600,,,,,,5,4,3
26595,2013,4,15,26.4,123.17,,60,,,,,,,,,,,4,3,3
26596,2013,4,15,26.4,123.4,25.5,90,,,,,,,,,,,3,3,4
26597,2013,4,15,26.67,123.67,24.9,90,,,,,,,,,,,4,3,3
26598,2013,4,15,26.44,123.77,,900,,,,,,,,,,,5,4,4
26599,2013,4,15,26.7,124,,420,,,,,,,,,,,3,2,2
26600,2013,4,15,26.63,124.03,23.1,2340,,,,,,,,,,,5,4,4
26601,2013,4,15,26.13,124.07,25.6,390,,,,,,,,,,,4,2,3
26602,2013,4,15,26.52,124.25,24.6,540,,,,,,,,,,,4,4,4
26603,2013,4,15,26.47,124.28,25,480,,,,,,,,,,,4,4,3
26604,2013,4,15,26.48,124.33,,600,,,,,,,,,,,5,4,4
26605,2013,4,15,26.55,124.38,24.8,480,,,,,,,,,,,4,2,3
26606,2013,4,15,26.48,124.4,24.4,1680,,,,,,,,,,,4,3,4
26607,2013,4,15,26.53,124.55,22,480,,,,,,,,,,,4,3,3
26608,2013,4,15,26.48,124.55,22.3,450,,,,,,,,,,,3,2,2
26609,2013,4,16,25.45,121.75,,16.8,,,,,,,,,,,2,1,2
26610,2013,4,16,25.2,121.8,,12,18,,,,,,,,,,2,1,1
26611,2013,4,16,25.55,121.8,,210,,,,,,,,,,,3,2,1
26612,2013,4,16,25.42,121.82,24.8,200,,,,,,,,,,,3,1,2
26613,2013,4,16,25.17,121.82,,100,,,,,,,,,,,1,1,1
26614,2013,4,16,26.5,122.6,24,240,,,,,,,,,,,4,3,4
26615,2013,4,16,26.63,123,22.6,600,,,10,,,,,,,,5,4,3
26616,2013,4,16,26.51,123.73,,1500,,,,,,,,,,,5,4,4
26617,2013,4,16,26.62,124,25,420,,,,,,,,,,,3,3,4
26618,2013,4,16,26.8,124.05,,480,,,,,,,,,,,3,2,2
26619,2013,4,16,26.65,124.08,23.1,1380,,,,,,,,,,,5,4,4
26620,2013,4,16,26.1,124.1,25.2,378,,,,,,,,,,,4,2,3
26621,2013,4,16,26.5,124.2,25.8,120,,,,,,,,,,,4,3,3
26622,2013,4,16,26.73,124.27,24.7,780,,,,,,,,,,,4,4,4
26623,2013,4,16,26.48,124.32,24.9,480,,,,,,,,,,,4,2,3
26624,2013,4,16,26.5,124.38,25,360,,,,,,,,,,,4,4,3
26625,2013,4,16,26.5,124.4,24.5,1980,,,,,,,,,,,4,3,4
26626,2013,4,16,26.63,124.45,,600,,,,,,,,,,,4,3,3
26627,2013,4,16,26.57,124.48,,1200,,,,,,,,,,,5,4,4
26628,2013,4,16,26.48,124.5,22.2,6,,,,,,,,,,,3,2,2
26629,2013,4,16,26.67,124.68,21,60,,,,600,,,,,,,4,3,3
26630,2013,4,17,25.56,121.78,,240,,,,,,,,,,,3,2,1
26631,2013,4,17,25.38,121.78,24.9,150,,,,,,,,,,,3,1,2
26632,2013,4,17,25.15,121.82,,45,,,,,,,,,,,1,1,1
26633,2013,4,17,25.05,121.94,,48,,,,,,,,,,,2,1,1
26634,2013,4,17,25.05,121.94,,48,,,,,,,,,,,2,1,1
26635,2013,4,17,26.63,122.63,24,720,,,,,,,,,,,4,3,4
26636,2013,4,17,26.6,123.72,,0,,,,,,,,,,,5,4,4
26637,2013,4,17,26.4,123.93,21.7,420,,,,,,,,,,,3,2,2
26638,2013,4,17,26.75,123.97,22.8,900,,,,,100,,,,,,5,4,3
26639,2013,4,17,26.72,124,22.8,420,,,,,,,,,,,3,3,4
26640,2013,4,17,26.6,124.08,24.5,252,,,,,6,,,,,,4,3,3
26641,2013,4,17,26.85,124.08,,540,,,,,,,,,,,3,2,2
26642,2013,4,17,26.63,124.12,21.2,960,,,,,,,,,,,5,4,4
26643,2013,4,17,26.15,124.17,26,210,,,,,,,,,,,4,2,3
26644,2013,4,17,26.42,124.2,25,300,,,,,,,,,,,4,4,3
26645,2013,4,17,26.73,124.25,24,1140,,,,,,,,,,,4,4,4
26646,2013,4,17,26.48,124.27,24.8,210,,,,,,,,,,,4,2,3
26647,2013,4,17,26.47,124.29,24.8,900,,,,,,,,,,,4,3,4
26648,2013,4,17,26.88,124.5,23.3,300,,,,,,,,,,,4,3,3
26649,2013,4,17,26.63,124.62,,780,,,,,,,,,,,5,4,4
26650,2013,4,17,26.55,124.62,,,,,,,,,,,,,4,3,3
26651,2013,4,17,26.68,124.68,20,60,,,,,,,,,,,4,3,3
26652,2013,4,18,25.43,121.73,26,170,,,,,,,,,,,3,1,2
26653,2013,4,18,25.57,121.78,,102,,,,,,,,,,,3,2,1
26654,2013,4,18,25.05,121.94,,24,,,,,,,,,,,2,1,1
26655,2013,4,18,26.5,122.5,24,300,,,,,,,,,,,4,3,4
26656,2013,4,18,26.46,123.8,,0,,,,,,,,,,,5,4,4
26657,2013,4,18,26.38,123.93,22.1,180,,,,,,,,,,,3,2,2
26658,2013,4,18,26.63,123.98,,,,,,,,,,,,,4,3,3
26659,2013,4,18,26.7,124.08,,120,,,,,,,,,,,3,2,2
26660,2013,4,18,26.37,124.15,24,30,,,,,,,,,,,4,4,3
26661,2013,4,18,26.63,124.17,21.9,120,,,,,,,,,,,5,4,4
26662,2013,4,18,26.43,124.18,24.2,180,,,,,,,,,,,4,2,3
26663,2013,4,18,26.57,124.21,24,180,,,,,,,,,,,4,3,3
26664,2013,4,18,26.68,124.22,23.5,180,,,,,,,,,,,3,3,4
26665,2013,4,18,26.94,124.22,22.9,480,,,,,100,,,,,,5,4,3
26666,2013,4,18,26.8,124.27,22.9,270,,,,,,,,,,,4,4,4
26667,2013,4,18,26.42,124.27,21,480,,,,,,,,,,,4,3,3
26668,2013,4,18,26.5,124.34,24.4,1140,,,,,,,,,,,4,3,4
26669,2013,4,18,26.77,124.52,25,300,,,,,,,,,,,4,3,3
26670,2013,4,18,26.53,124.57,,1800,,,,,,,,,,,5,4,4
26671,2013,4,18,26.73,124.85,23.6,312,,,,,,,,,,,4,2,3
26672,2013,4,19,25.35,121.78,25.8,200,,,,,,,,,,,3,1,2
26673,2013,4,19,25.13,121.78,,160,,,,,,,,,,,1,1,1
26674,2013,4,19,25.22,121.8,,21,9,,,,,,,,,,2,1,1
26675,2013,4,19,25.05,121.94,,18,,,,,,,,,,,2,1,1
26676,2013,4,19,26.63,122.5,24,1800,,,,,,,,,,,4,3,4
26677,2013,4,19,26.2,123,25,1.2,,,,,,,,,,,4,4,3
26678,2013,4,19,26.6,123.27,22.5,0,,,,,,,,,,,3,3,4
26679,2013,4,19,26.43,123.3,,,,,,,,,,,,,4,3,3
26680,2013,4,19,26.27,123.42,,12,,,,,,,,,,,3,2,2
26681,2013,4,19,26.53,123.55,25,0,,,,,,,,,,,4,4,4
26682,2013,4,19,26.4,123.56,,,,,,,,,,,,,5,4,4
26683,2013,4,19,26.82,123.77,22.3,90,,,,,,,,,,,5,4,4
26684,2013,4,19,26.78,123.96,24,168,,,,,,,,,,,4,3,3
26685,2013,4,19,26.93,124.16,21.9,600,,,,,100,,,,,,5,4,3
26686,2013,4,19,26.49,124.38,23.4,480,,,,,,,,,,,4,3,4
26687,2013,4,19,26.33,124.41,24.2,240,,,,,,,,,,,4,2,3
26688,2013,4,19,26.45,124.57,21,240,,,,,,,,,,,4,3,3
26689,2013,4,19,26.72,124.62,25,600,60,,,,,,,,,,4,3,3
26690,2013,4,19,26.62,124.62,,1200,,,,,,,,,,,5,4,4
26691,2013,4,19,26.8,124.8,23.8,90,,,,,,,,,,,4,2,3
26692,2013,4,20,25.47,121.69,,126,,,,,,,,,,,3,2,1
26693,2013,4,20,25.35,121.77,25.9,3,,,,,,,,,,,3,1,2
26694,2013,4,20,25.18,121.9,,24,6,,,,,,,,,,2,1,1
26695,2013,4,20,25.05,121.94,,84,,,,,,,,,,,2,1,1
26696,2013,4,20,26.5,122.5,24,300,,,,,,,,,,,4,3,4
26697,2013,4,20,26.28,122.82,,600,,,,,,,,,,,4,3,3
26698,2013,4,20,26.41,123.52,25.1,1.8,,,,,,,,,,,4,3,3
26699,2013,4,20,26.64,123.99,25,60,,,,,,,,,,,4,2,3
